区县,店铺名称,GCJ02_经度,GCJ02_纬度,WGS84_经度,WGS84_纬度,地址,联系电话,评分,人均消费（元）,商圈,营业时间
新郑市,正宗尉氏羊肉汤(金城路店),113.736974,34.386376,113.736974,34.386376,金城路与金福巷交叉口西40米,15286088508;15286808508,4.2,24,暂无,8：00——22：00
新郑市,巴黎星咖啡(玉前路店),113.757986,34.386772,113.757986,34.386772,新华路街道玉前路公安局对面335号,15210333677,4.1,25,暂无,8：00——22：00
新郑市,兰州牛肉拉面(神州路店),113.795062,34.381308,113.795062,34.381308,神州路东50米,19937074945,4.3,21,暂无,8：00——22：00
新郑市,霸王茶姬(郑州龙湖升达学院店),113.687361,34.595663,113.687361,34.595663,龙湖镇宝相寺南二街最东头1层第2号门面房,4008788359,4.3,暂无,暂无,8：00——22：00
新郑市,刘婉婉生炸妙龄鸡(港区锦绣翠园店),113.849861,34.580327,113.849861,34.580327,航空港区凌霜街与桥航路交叉口东北60米,13653975765,4.3,11,暂无,8：00——22：00
新郑市,冰淳茶饮(宝相寺店),113.687247,34.595632,113.687247,34.595632,文昌路与宝相寺步行街交叉口北40米,18569852639,4.3,暂无,暂无,8：00——22：00
新郑市,麦嘎音乐火锅(华祥国贸店),113.681355,34.611048,113.681355,34.611048,双湖大道91号华祥国贸大厦F5层,暂无,4.3,41,暂无,8：00——22：00
新郑市,苗岭啤酒鸭(园博家园店),113.874259,34.440657,113.874259,34.440657,航空港区龙王办园博家园商业步行街1-901号,17516216056,4.3,20,暂无,8：00——22：00
新郑市,韩磊东北大碗麻辣烫,113.801611,34.489068,113.801611,34.489068,薛店镇雏鹰路南世纪花园1单元1-2层103一楼,18339491522,4.3,13,暂无,8：00——22：00
新郑市,九多肉多(锦绣翠园店),113.850253,34.58233,113.850253,34.58233,航空港区大航路与凌霜街交叉口东40米,4008050958,4.3,10,暂无,8：00——22：00
新郑市,川奇麻辣香锅(薛店店),113.800361,34.489131,113.800361,34.489131,薛店镇友谊路中段16号,13838501109,4.3,17,暂无,8：00——22：00
新郑市,吕小哥(新郑水榭华城店),113.75693,34.60626,113.75693,34.60626,华南城一路与团结路交叉口向北300米路西104号,13343725017,4.3,11,暂无,8：00——22：00
新郑市,鸡柳大人(沙窝李店),113.687326,34.627227,113.687326,34.627227,沙窝李市场南一街向西一百米路北,18737887380,4.3,14,暂无,8：00——22：00
新郑市,柘城垛子羊肉(龙湖店),113.722472,34.604031,113.722472,34.604031,康桥溪桂园北门旁,18574154999,4.3,317,暂无,8：00——22：00
新郑市,大叔烤肉,113.727625,34.604875,113.727625,34.604875,龙湖镇华盛奥特莱斯四楼,15981817166,4.3,63,暂无,8：00——22：00
新郑市,蜜雪冰城(观音寺店),113.68907,34.330022,113.68907,34.330022,观音寺镇人民政府西门西北50米,19939939701,4.3,5,暂无,8：00——22：00
新郑市,锅圈食汇火锅烧烤食材超市(水榭华城店),113.757107,34.605306,113.757107,34.605306,孟庄镇团结路水榭华城40号楼2单元1层门面房,13663817177,4.3,暂无,暂无,8：00——22：00
新郑市,郑州航空港区龙王办干锅鹅尚鲜,113.854473,34.437991,113.854473,34.437991,航空港区龙安商业步行街附近,15036152001,4.3,40,暂无,8：00——22：00
新郑市,七若滋(薛店店),113.79856,34.487891,113.79856,34.487891,白象食品集团东南门北170米,0371-62588990;17630000057,4.3,32,暂无,8：00——22：00
新郑市,五谷渔粉(龙安社区2号院店),113.85854,34.439976,113.85854,34.439976,航空港区龙安社区二号院,18637852876,4.3,暂无,暂无,8：00——22：00
新郑市,张大嘴茶香猪蹄(龙王店),113.858405,34.440022,113.858405,34.440022,航空港区龙安社区二号院商业街,13383827621,4.3,19,暂无,8：00——22：00
新郑市,孟夫子煎包(二社区店),113.745618,34.431293,113.745618,34.431293,政通路与鸿福路交叉口东北角,18236999258,4.3,12,暂无,8：00——22：00
新郑市,中国·兰州牛肉拉面(和昌盛世城邦润园店),113.83065,34.470232,113.83065,34.470232,郑州航空港区山景御景园19号楼114号,15136124434,4.3,33,暂无,8：00——22：00
新郑市,五谷渔粉(机场店),113.832996,34.536678,113.832996,34.536678,航空港区翠园别墅西北门西北60米,13503480576,4.3,15,暂无,8：00——22：00
新郑市,雪花啤酒,113.806633,34.447448,113.806633,34.447448,航空港区万邓路与神州路交叉口东400米,13083712199;13783691739,4.3,暂无,暂无,8：00——22：00
新郑市,七若滋·蛋糕面包新中式点心专门店(人民路店),113.73799,34.395277,113.73799,34.395277,人民路西段121号,0371-62686546;17319711882,4.3,13,暂无,8：00——22：00
新郑市,老北京火锅(龙湖店),113.711734,34.59601,113.711734,34.59601,富田·兴龙湾2号门西北70米,0371-55882202;18300660158,4.1,44,暂无,8：00——22：00
新郑市,叶大兴炖肉胡辣汤(文昌路店),113.687588,34.606624,113.687588,34.606624,龙湖镇文昌路155号,13383850631,4.1,8,暂无,8：00——22：00
新郑市,众合辣椒厨房(如荼路老店),113.823592,34.482008,113.823592,34.482008,航空港区盛世文园南2门东110米,0371-89907257;18538268377;19903715919,4.2,58,暂无,8：00——22：00
新郑市,牛记北京片皮烤鸭,113.678343,34.60187,113.678343,34.60187,泰山路与梅山路交口向北300米路西,17337154859;18103718516,4.1,41,暂无,8：00——22：00
新郑市,御轩阁谭家私房菜,113.686316,34.59674,113.686316,34.59674,龙湖镇升达大学宝相寺北一街16号,15249692169,4.1,39,暂无,8：00——22：00
新郑市,三秦世家(和庄店),113.783255,34.39687,113.783255,34.39687,河赵社区西北1门南80米,17788151853,4.3,暂无,暂无,8：00——22：00
新郑市,七玖大虾茶树菇香辣鸡煲,113.689575,34.537625,113.689575,34.537625,郭店镇黄金大道与107交叉口东200米路北,15515531988;18137859882,4.3,38,暂无,8：00——22：00
新郑市,信阳山庄,113.699502,34.599464,113.699502,34.599464,龙湖镇龙湖新城法官学院院内进门左转丁字路口右转直行500米蓝色别墅,15093133298,4,暂无,暂无,8：00——22：00
新郑市,郭彦立烤面筋店,113.737975,34.393017,113.737975,34.393017,新郑炎黄广场东1门南250米,13071089279;13071089579,4,暂无,暂无,8：00——22：00
新郑市,三联卤肉老店,113.771405,34.388293,113.771405,34.388293,解放路南段276号(三联印刷厂门口),13503828675,4.2,35,新烟,8：00——22：00
新郑市,杨记狗肉兔肉火锅,113.729071,34.372999,113.729071,34.372999,郑许路新郑和兴泡沫厂,0371-62650926,4,暂无,暂无,8：00——22：00
新郑市,秘制地锅柴鸡(港区总店),113.833647,34.539729,113.833647,34.539729,航空港区振兴北路商业楼106号,15738866882,4.2,暂无,暂无,8：00——22：00
新郑市,舔狗烧烤 秘制地锅柴鸡(双湖大道店),113.739455,34.61268,113.739455,34.61268,孟庄镇宽视界林丰路A8-1,13033923197;13103812373,4.1,34,暂无,8：00——22：00
新郑市,王记烙凉皮店(中华路店),113.741506,34.39455,113.741506,34.39455,中华路与人民路交叉口南80米,13676994953;15538300776,4.1,15,暂无,8：00——22：00
新郑市,晓广拉面,113.733414,34.39531,113.733414,34.39531,新建路268号,15617986216,4,26,暂无,8：00——22：00
新郑市,麒麟大口茶(郑州龙湖锦艺城店),113.726117,34.613188,113.726117,34.613188,龙湖镇双湖大道152号龙湖锦艺城购物中心3层3-12A号,17700656037,4.1,17,暂无,8：00——22：00
新郑市,蘭茗雪(新郑薛店店),113.798978,34.490333,113.798978,34.490333,友谊路3号,暂无,4.1,12,暂无,8：00——22：00
新郑市,S-pizza披萨速递(西亚斯店),113.765979,34.39531,113.765979,34.39531,新烟街道人民路401号,18595572535,4.1,暂无,新烟,8：00——22：00
新郑市,七若滋·蛋糕面包(东方国际店),113.772567,34.393172,113.772567,34.393172,解放路91号,0371-60987878,4.1,29,新烟,8：00——22：00
新郑市,幸运咖(富田兴龙湾店),113.712537,34.598904,113.712537,34.598904,双湖大道7号,18137779952,4.2,11,暂无,8：00——22：00
新郑市,大胡子烧烤,113.678276,34.600531,113.678276,34.600531,翠竹路168号,暂无,4.2,59,暂无,8：00——22：00
新郑市,吕小哥(新郑轩辕路店),113.72197,34.399597,113.72197,34.399597,新建路街道博物馆家属院轩辕路232-18号,15639270607,4.1,14,暂无,8：00——22：00
新郑市,嗦乐吖武汉黑鸭煲,113.712715,34.611664,113.712715,34.611664,高坡岩西街2巷503号,18236444423,4.2,35,暂无,8：00——22：00
新郑市,逍遥镇胡辣汤(港区店),113.833433,34.533126,113.833433,34.533126,航空港区郑港街道空港迎宾大道16号蓝翔花园,暂无,4.2,10,暂无,8：00——22：00
新郑市,熊家无二·韩式炸鸡(西亚斯店),113.763675,34.394475,113.763675,34.394475,新烟街道渔公二街68号,18137159091,4.2,16,新烟,8：00——22：00
新郑市,临榆炸鸡腿(经贸学院店),113.719084,34.618669,113.719084,34.618669,郑州经贸学院校内新商业街6-07号,4006586528,4.1,暂无,暂无,8：00——22：00
新郑市,重庆鸡公煲,113.711779,34.611598,113.711779,34.611598,龙湖镇双湖大道高坡岩西一街重庆鸡公煲,18838093480,4.2,26,暂无,8：00——22：00
新郑市,幸运咖(亿佰佳店),113.687479,34.611165,113.687479,34.611165,亿佰佳生活广场东门旁,13939490532,4.1,11,暂无,8：00——22：00
新郑市,兄弟情大盘鸡,113.815547,34.488066,113.815547,34.488066,航空港区航南新城宜之街60号楼06号商铺,15036103608,4.1,20,暂无,8：00——22：00
新郑市,书亦烧仙草(郑州新郑富田幸福里店),113.696373,34.635821,113.696373,34.635821,富田幸福里购物中心2层,13017660218,4.2,11,暂无,8：00——22：00
新郑市,瑞幸咖啡(新郑服务区西区店),113.810642,34.456521,113.810642,34.456521,航空港综合实验区京港澳高速新郑服务区西区一楼01号商铺,19602121817,4.1,16,暂无,8：00——22：00
新郑市,蘭茗雪(龙湖锦艺城店),113.728663,34.615102,113.728663,34.615102,龙湖镇龙湖锦艺城便民店27号楼1单元1层131号,暂无,4.1,13,暂无,8：00——22：00
新郑市,老范家牛肉水煎包胡辣汤,113.702997,34.625273,113.702997,34.625273,龙湖镇滨湖路44号国瑞城爵士苑8号楼1单元104号,暂无,4.2,暂无,暂无,8：00——22：00
新郑市,W·法式蛋糕(新郑龙湖店),113.702861,34.606268,113.702861,34.606268,南二街与东一街交叉口,15203716645,4.1,暂无,暂无,8：00——22：00
新郑市,俏厨姐麻辣烫,113.712546,34.612141,113.712546,34.612141,高坡岩3-306号,18538164000,4.1,13,暂无,8：00——22：00
新郑市,食尚御膳叉骨炸鸡(龙湖锦艺城高层3组团店),113.73002,34.615335,113.73002,34.615335,龙湖锦艺城高层3组团,15896753360,4.2,暂无,暂无,8：00——22：00
新郑市,益禾堂(升达老兵餐厅店),113.691553,34.59136,113.691553,34.59136,升达经贸管理学院,15535968342,4.1,13,暂无,8：00——22：00
新郑市,德克士(湖滨壹号店),113.749385,34.418918,113.749385,34.418918,湖滨路与创业路交叉口东南角万佳省心店一楼,0371-53329996,4.1,21,暂无,8：00——22：00
新郑市,陆藜·开了个方子(升达大学店),113.687607,34.59597,113.687607,34.59597,龙湖镇宝相寺步行街南二街路北从东向西数第六间6号,暂无,4.1,15,暂无,8：00——22：00
新郑市,孟夫子水煎包,113.766179,34.393173,113.766179,34.393173,渔夫子路与永和街交叉口北30米路西,13223031636,4.2,14,新烟,8：00——22：00
新郑市,港王烧腊牛腩饭,113.768495,34.395513,113.768495,34.395513,人民路渔夫路交叉口向东200米路南,13838023961,4.2,15,新烟,8：00——22：00
新郑市,小溪哩共享茶室(新郑机场店),113.840342,34.533829,113.840342,34.533829,航空港区货运路与长鹰路交叉口鹭港里商业中心1号楼2楼201室,18581661058,4.2,暂无,暂无,8：00——22：00
新郑市,卤双汇熟食,113.700509,34.629722,113.700509,34.629722,沙窝李新型社区48号商铺,13523470382,4.2,10,暂无,8：00——22：00
新郑市,鱼你在一起(郑州华盛奥特莱斯店),113.727897,34.604359,113.727897,34.604359,环西路华盛奥特莱斯4层,15617555868,4.1,33,暂无,8：00——22：00
新郑市,李吃吃火锅烧烤食材(万达公园里店),113.756385,34.392702,113.756385,34.392702,万达公园里B2-02,13673992221,4.1,52,暂无,8：00——22：00
新郑市,蘭茗雪鲜果茶(龙湖店),113.687625,34.598525,113.687625,34.598525,龙湖镇文昌路龙湖广场南100米路西,暂无,4.1,暂无,暂无,8：00——22：00
新郑市,益禾堂(新郑薛店镇店),113.798518,34.488109,113.798518,34.488109,友谊路11号,13353835250,4.1,13,暂无,8：00——22：00
新郑市,高粱雨辣椒厨房(新郑新区第二社区店),113.739061,34.432856,113.739061,34.432856,新区管委会苟郑社区北院3号楼1-3-3号门面房,暂无,4.2,45,暂无,8：00——22：00
新郑市,刘记烩面豫菜酒楼,113.71018,34.433243,113.71018,34.433243,008乡道与107国道交叉口东北50米,13525515991;15515866508;17329442826,4.2,暂无,暂无,8：00——22：00
新郑市,围辣小火锅(郑老庄社区店),113.717587,34.621128,113.717587,34.621128,龙湖镇梧桐二路郑老庄西门69号商铺,17838323657,4.1,20,暂无,8：00——22：00
新郑市,瑞幸咖啡(西亚斯学院图书馆店),113.764448,34.401526,113.764448,34.401526,人民路11号,4000100100,4.1,13,暂无,8：00——22：00
新郑市,豫盛丰滋补烩面馆(小石庄新型社区店),113.812339,34.596868,113.812339,34.596868,孟庄镇小石庄新型社区31-32一楼门面房,暂无,4.2,暂无,暂无,8：00——22：00
新郑市,蜀蜀的粉观澜郡店,113.692526,34.629126,113.692526,34.629126,观澜郡一期南门西侧(紫荆山路西50米路北),13523528283,4.2,15,暂无,8：00——22：00
新郑市,好地道小烧饼农家菜(紫荆山南路店),113.695023,34.636132,113.695023,34.636132,尚美口腔西南侧130米,15838397856,4.1,22,暂无,8：00——22：00
新郑市,吕小哥(新郑薛店镇店),113.798676,34.488613,113.798676,34.488613,薛店大道与友谊路交叉口西南60米,15517231732,4.1,11,暂无,8：00——22：00
新郑市,麦多馅饼(褚庄路店),113.716808,34.40361,113.716808,34.40361,褚庄路35号,18703610908,4.1,暂无,暂无,8：00——22：00
新郑市,吕小哥(龙湖锦艺城店),113.727425,34.613985,113.727425,34.613985,龙湖镇锦艺城购物中心3号门正对面,13623841571,4.2,11,暂无,8：00——22：00
新郑市,沙县小吃(老郑新路店),113.711364,34.535348,113.711364,34.535348,老郑新路与黄金大道交叉口南120米,15890675087;18336521057,4.1,暂无,暂无,8：00——22：00
新郑市,李记老北京涮羊肉(祥安路店),113.690171,34.604464,113.690171,34.604464,文昌路与祥安路交叉口向东150米路北,18454011088,4.2,28,暂无,8：00——22：00
新郑市,隆江猪脚饭(美创国际科技产业园A区店),113.837231,34.476954,113.837231,34.476954,航空港区美创国际科技产业园A区南门旁,暂无,4.1,暂无,暂无,8：00——22：00
新郑市,厨状元,113.765275,34.394975,113.765275,34.394975,渔公一街32号,13204658967,4.1,51,新烟,8：00——22：00
新郑市,橙语熙成都名小吃(新壹城店),113.743995,34.420745,113.743995,34.420745,新壹城新田360广场,15037148591,4.2,19,暂无,8：00——22：00
新郑市,老街坊劈柴院(敬老院店),113.919776,34.369366,113.919776,34.369366,航空港区岗李乡一中南500米,13069309585,4.1,暂无,暂无,8：00——22：00
新郑市,酸小哥石锅酸菜鱼米饭,113.76447,34.395346,113.76447,34.395346,人民路中段353号,18836821109,4.1,32,新烟,8：00——22：00
新郑市,小谷姐姐麻辣拌·麻辣烫(新郑店),113.737692,34.392445,113.737692,34.392445,新华办毛园街6号,15003994789,4.1,51,暂无,8：00——22：00
新郑市,高记正宗郏县饸饹面豆腐菜,113.691732,34.536906,113.691732,34.536906,郭店镇黄金大道任坡沟57号,13613850539,4.2,暂无,暂无,8：00——22：00
新郑市,鲁山揽锅菜(龙湖锦艺城店),113.726101,34.614378,113.726101,34.614378,郑新快速通道与双湖大道交叉口北280米,13027712157,4.2,17,暂无,8：00——22：00
新郑市,麦加美汉堡(莲鹤苑店),113.837543,34.407435,113.837543,34.407435,航空港区莲鹤苑,18838161278,4.2,19,暂无,8：00——22：00
新郑市,吕小哥(新郑康庄大道店),113.756551,34.395854,113.756551,34.395854,康庄路与人民路交叉口东南20米,15639775099,4.1,15,暂无,8：00——22：00
新郑市,诺杯鲜果茶(河南新郑店),113.716381,34.402323,113.716381,34.402323,褚庄路50-1,15617639111;15637155333,4.1,15,暂无,8：00——22：00
新郑市,九多肉多(新郑康庄大道店),113.756416,34.395943,113.756416,34.395943,人民路172号,4008050958,4.2,8,暂无,8：00——22：00
新郑市,多美士炸鸡汉堡(沙窝里新型社区),113.700577,34.629207,113.700577,34.629207,龙湖镇祥云路沙窝李新型社区12号楼53号门面房,13283825086,4.2,13,暂无,8：00——22：00
新郑市,京慧园麻辣香锅麻辣烫(盛世和园店),113.822976,34.48055,113.822976,34.48055,航空港区梅苑小区西门D18商铺,18703695245,4.2,24,暂无,8：00——22：00
新郑市,明星御谷老碗面(锦艺城店),113.727915,34.617525,113.727915,34.617525,锦艺城一期14-1-104,15039096995;18137331222,4.2,暂无,暂无,8：00——22：00
新郑市,石猫与茶,113.744583,34.432382,113.744583,34.432382,新郑新区第二社区2期南区北门东140米,13938524396,4.2,暂无,暂无,8：00——22：00
新郑市,偶遇饭先森-干锅焖饭(新郑店),113.735897,34.397307,113.735897,34.397307,文化路苑陵胡同2号,13949079526;18039506519,4.2,13,暂无,8：00——22：00
新郑市,石猫与茶龙安店,113.854616,34.438451,113.854616,34.438451,航空港区龙王办事处龙安社区商业步行街北出口,17729762601,4.1,14,暂无,8：00——22：00
新郑市,咕咕荟老汤卤鸡爪文化路,113.736307,34.397285,113.736307,34.397285,苑陵中学西(文化路)425号,13503828199;15137176859,4.1,暂无,暂无,8：00——22：00
新郑市,农夫大盘鸡,113.786047,34.607113,113.786047,34.607113,孟庄镇碾卢村,15239636373,4.1,38,暂无,8：00——22：00
新郑市,老潼关肉夹馍(龙湖锦艺城店),113.728038,34.617482,113.728038,34.617482,龙湖锦艺城27号楼2单元105,13525579264,4.2,暂无,暂无,8：00——22：00
新郑市,菊花开手撕藤椒鸡龙湖智慧城店,113.701586,34.644811,113.701586,34.644811,智慧城二期57号楼108号商铺3门面房,18203673218,4.1,24,暂无,8：00——22：00
新郑市,恰好魚见你龙安店,113.85467,34.438122,113.85467,34.438122,航空港区龙安社区3号院商业街中段,暂无,4.2,32,暂无,8：00——22：00
新郑市,逍遥镇老张家胡辣汤(祥和路店),113.691707,34.619073,113.691707,34.619073,祥和路工程学院南门,13137131925;15093199765,4.1,暂无,暂无,8：00——22：00
登封市,清真麻辣刀削面,112.883667,34.366125,112.883667,34.366125,石道乡路北石道村村民委员会西30米,15093216074,4.1,暂无,暂无,8：00——22：00
登封市,马杰烩面馆,113.021743,34.453049,113.021743,34.453049,豫嵩向阳小区南门旁,暂无,4,暂无,嵩阳,8：00——22：00
登封市,跃杰幸福小吃(谷路街店),113.038134,34.449401,113.038134,34.449401,洧苑小区西门旁,13213152883,4.4,9,嵩阳,8：00——22：00
登封市,郏县经一路豆腐粉条菜(福佑路店),113.08082,34.457077,113.08082,34.457077,锦鹏·观山悦北门旁,13838211118;15981816350,4.3,14,暂无,8：00——22：00
登封市,王小国西凤餐厅,112.976468,34.368078,112.976468,34.368078,二O七国道与三二三省道交汇处向南200米,0371-62760678,4.3,25,暂无,8：00——22：00
登封市,金福蛋糕,112.759235,34.415551,112.759235,34.415551,031县道与024乡道交叉口西南140米,13213209628;13213212608,3.7,暂无,暂无,8：00——22：00
登封市,少林禅武大酒店,113.017065,34.470826,113.017065,34.470826,大禹路西段鹅坡岭,0371-62808888,4.8,暂无,暂无,8：00——22：00
登封市,属于JM的披萨店(书院河路店),113.045634,34.448302,113.045634,34.448302,书院河路与洧河路交叉口南120米,暂无,4.1,暂无,嵩阳,8：00——22：00
登封市,再相会饺子馆(卢店镇店),113.152821,34.458849,113.152821,34.458849,名镇小区西门旁,15138972381;15250858209,4.1,暂无,暂无,8：00——22：00
登封市,香辣炒鸡(告成镇店),113.158717,34.395695,113.158717,34.395695,告成镇告成矿工人新村东200米路北,18638576326,4.2,暂无,暂无,8：00——22：00
登封市,天福食府,113.242493,34.388786,113.242493,34.388786,宣化镇寺沟村,13783412307,4.1,34,暂无,8：00——22：00
登封市,金店饭庄,112.979775,34.375667,112.979775,34.375667,大金店镇金中村347号,0371-62760868;15838391953,4.1,12,暂无,8：00——22：00
登封市,正宗特味刀削面,113.264332,34.367399,113.264332,34.367399,兴阳线与044县道交叉口东120米,13526743087,4.1,暂无,暂无,8：00——22：00
登封市,艾小七烧烤涮锅,112.815302,34.407269,112.815302,34.407269,南洼村服务站南侧200米,15093295789,3.8,暂无,暂无,8：00——22：00
登封市,欢喜蛋糕房(宏发世纪百货店),113.035465,34.453805,113.035465,34.453805,嵩山路38号,0371-62857201;15038283081,3.7,暂无,嵩阳,8：00——22：00
登封市,登封山村农家院,112.994248,34.488714,112.994248,34.488714,少林街道西十里铺村住宿民餐饮美食附近好的宾馆,15838237268,4.4,暂无,暂无,8：00——22：00
登封市,颍阳水席饭店(登封店),113.04023,34.46889,113.04023,34.46889,大禹路积翠园1巷1号,0371-60165333,4.3,31,暂无,8：00——22：00
登封市,门师傅香辣土豆片夹馍(嵩山路店),113.035963,34.456394,113.035963,34.456394,嵩山路与东关街交叉口南60米,17752513412,4.3,9,嵩阳,8：00——22：00
登封市,鼎盛火锅烧烤食材,113.087739,34.457758,113.087739,34.457758,中岳办玉带路新店小区正路口东10米,13783582636,4.2,暂无,暂无,8：00——22：00
登封市,聚仙阁庄园,113.266442,34.351428,113.266442,34.351428,宣化大酒店西南门旁,15639939108,4.7,40,暂无,8：00——22：00
登封市,洛阳程家牛肉汤(白龙小区店),113.035621,34.451118,113.035621,34.451118,嵩山路与洧河路口向东50米路北,13523094493;15565079189,4.2,暂无,嵩阳,8：00——22：00
登封市,百家烩羊肉,113.053033,34.461291,113.053033,34.461291,鹿鸣山庄对面,15038075371,4.3,64,嵩阳,8：00——22：00
登封市,嵩山不一般水席文化餐厅,113.018493,34.449754,113.018493,34.449754,颍河路330号,0371-62788999,4.4,91,嵩阳,8：00——22：00
登封市,蒋记私家汤(登封店),113.03709,34.470116,113.03709,34.470116,嵩山路北段(七星街居委会),暂无,4.3,48,嵩阳,8：00——22：00
登封市,爱尚嘉蛋糕坊(卧龙小区店),113.034293,34.451477,113.034293,34.451477,嵩山路与洧河路交叉口西60米路北,15838272983,4.4,26,嵩阳,8：00——22：00
登封市,刘家老店,113.162934,34.45507,113.162934,34.45507,中国石化卢中加油站东侧130米路南,0371-62986899;13460336890,4.5,暂无,暂无,8：00——22：00
登封市,少室山苑民宿农家院,112.975502,34.515335,112.975502,34.515335,石牌坊正对面,18137868763,3.7,暂无,暂无,8：00——22：00
登封市,佰鑫园金汤饸饹面,112.895765,34.307907,112.895765,34.307907,乌海线西北侧,13783500820,4.2,暂无,暂无,8：00——22：00
登封市,馍菜汤(中岳庙馨园店),113.082286,34.45861,113.082286,34.45861,中岳庙馨园东门旁,15136255994,4.1,26,暂无,8：00——22：00
登封市,杨君麻辣酱炒牛肉店,112.883958,34.365855,112.883958,34.365855,石道乡第一超市旁,13592553496,4.2,暂无,暂无,8：00——22：00
登封市,吉百式蛋糕(东华店),113.049388,34.377316,113.049388,34.377316,东华大道中段,15617622148,4.1,暂无,暂无,8：00——22：00
登封市,金福利蛋糕坊,112.89802,34.312332,112.89802,34.312332,送表矿区初级中学门口,15136235732,4.2,暂无,暂无,8：00——22：00
登封市,长虹大酒店(登徐线),113.074593,34.38703,113.074593,34.38703,东华镇石桥村,暂无,4.4,暂无,暂无,8：00——22：00
登封市,特色大盘鸡,113.262959,34.367746,113.262959,34.367746,兴阳线与044县道交叉口北40米,13783516331,3.9,暂无,暂无,8：00——22：00
登封市,兴峪大酒店,113.16935,34.318382,113.16935,34.318382,兴峪大道123号,13103855333,5,暂无,暂无,8：00——22：00
登封市,蜜雪冰城,113.026475,34.460325,113.026475,34.460325,少室路与中岳大街交叉口东南20米,暂无,4.4,9,嵩阳,8：00——22：00
登封市,朴大叔拌饭(登封大禹城店),113.043201,34.456116,113.043201,34.456116,东关街113号,18839793799,4.5,20,嵩阳,8：00——22：00
登封市,美食加川菜,113.037211,34.4615,113.037211,34.4615,百货大楼/中天广场爱民路,15138907769,4.3,暂无,嵩阳,8：00——22：00
登封市,登封马老四清真烧烤涮锅城,113.032717,34.468568,113.032717,34.468568,大禹路与嵩阳路交叉口,13103858566,3.7,暂无,嵩阳,8：00——22：00
登封市,杨记羊肉馆,113.225469,34.409173,113.225469,34.409173,044县道与三凤线交叉口北80米,13700854448,4.1,暂无,暂无,8：00——22：00
登封市,胖子饭庄,113.170677,34.317946,113.170677,34.317946,徐庄镇马汝线徐庄乡第一中心小学,15039066657,4.2,暂无,暂无,8：00——22：00
登封市,四川烧菜馆,112.81767,34.419705,112.81767,34.419705,君召乡文颖线雨露社区,15803858009,3.8,暂无,暂无,8：00——22：00
登封市,温记饭店(阳城区社会服务管理中心西北),113.152863,34.382382,113.152863,34.382382,北烟庄村委东南侧140米,13140069167,4.3,25,暂无,8：00——22：00
登封市,耿庄美食城,113.001183,34.431635,113.001183,34.431635,耿庄桥西100米路北,13938263151,4.3,暂无,暂无,8：00——22：00
登封市,茉莉奶白(郑州登封大禹城店),113.043055,34.456605,113.043055,34.456605,中岳大街549号大禹城西门,15538037967,4.3,15,嵩阳,8：00——22：00
登封市,九厘九·夜包子豆腐脑 二店,113.029631,34.444663,113.029631,34.444663,嵩阳路与颖上路交叉口东南角1125号,暂无,4.3,暂无,暂无,8：00——22：00
登封市,华莱士·全鸡汉堡(登封新天地店),113.052705,34.451857,113.052705,34.451857,少林大道与守敬路交叉口南50米(嵩山新天地),15003866754,4.3,16,嵩阳,8：00——22：00
登封市,钱摊摊安顺夺夺粉火锅(登封店),113.038026,34.448779,113.038026,34.448779,谷路街312号,17737170766,4.3,61,嵩阳,8：00——22：00
登封市,太子浓心·招牌炸酱小锅米线(大禹城店),113.044964,34.456655,113.044964,34.456655,中岳大街大禹城东门,13503818805,4.3,26,嵩阳,8：00——22：00
登封市,贺功夫大盘鸡店,113.030597,34.449284,113.030597,34.449284,嵩阳街道嵩阳路1061号,18603819588,4.3,18,嵩阳,8：00——22：00
登封市,正新鸡排(苹果园店),113.034766,34.451112,113.034766,34.451112,嵩阳街道洧河路与嵩山路交叉口西南角1013号,18837119450;19137125688,4.3,暂无,嵩阳,8：00——22：00
登封市,七若滋·蛋糕面包(嵩景店),113.027876,34.445696,113.027876,34.445696,嵩阳街道嵩景花园17号楼102-103,暂无,4.3,47,暂无,8：00——22：00
登封市,姥家大锅台(登封少室路店),113.023135,34.446109,113.023135,34.446109,南一环与少室路交叉口向南50米路西1202号,17629357588,4.3,85,暂无,8：00——22：00
登封市,麻辣诱惑刀削面,112.895399,34.370955,112.895399,34.370955,石道乡343石道派出所东侧,13525515519,4.3,26,暂无,8：00——22：00
登封市,汇光皇后卤味(登唐线店),113.051182,34.3769,113.051182,34.3769,登唐线中国邮政储蓄银行旁,15188310739,4.3,暂无,暂无,8：00——22：00
登封市,巷子里的纯咖啡,113.039608,34.467666,113.039608,34.467666,大禹路桥头向南100米路西17巷5号,18603825033,4.1,34,嵩阳,8：00——22：00
登封市,丁记牛羊肉饭店,112.88315,34.365842,112.88315,34.365842,石道乡车站西200米,0371-62782686,4.1,暂无,暂无,8：00——22：00
登封市,老洛阳驴肉汤馆,112.754875,34.414749,112.754875,34.414749,颖阳镇客车站对面,暂无,4.3,16,暂无,8：00——22：00
登封市,丁丽牛羊肉馆(清真),112.872173,34.366065,112.872173,34.366065,石道乡加油站西600米路南,15838067713;18530826995,4.3,暂无,暂无,8：00——22：00
登封市,李记煨道瓦罐(登封店),113.037102,34.461506,113.037102,34.461506,嵩阳街道爱民路与嵩山路交叉口向东20米路北,0371-62871113;15981925481,4.2,19,嵩阳,8：00——22：00
